recipe_name,diet,prep_time_mins,cook_time_mins,course,cuisine,translated_ingredients,url
Gahat Rasmi Badi Recipe (Uttaranchal Kulith Koftas In Tomato Onion Gravy),High Protein Vegetarian,10,40,Side Dish,North Indian Recipes,"1 Cup Horse Gram Dal (Kollu/ Kulith) - soaked overnight,1/4 teaspoon Turmeric powder (Haldi),2 Green Chillies - chopped finely,1 tablespoon Sunflower Oil,1 Onion - chopped finely,1 Tomato - chopped finely,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Ginger Garlic Paste,1/2 teaspoon Red Chilli powder,1/4 teaspoon Garam masala powder,1/4 teaspoon Cinnamon Powder (Dalchini),1/2 cup Water,Salt - to taste",https://www.archanaskitchen.com/gahat-rasmi-badi-recipe-uttaranchal-kulith-koftas-in-tomato-onion-gravy
Bihari Kale Chana Ki Ghugni Recipe (Bihari Kale Channe Ki Ghugni),Vegetarian,520,60,Dinner,Bihari,"2 cups black gram, 4 onions - finely chopped, 1 teaspoon ginger garlic paste, 4 green chillies, 1 teaspoon cumin seeds, 1 bay leaf, 1/2 teaspoon turmeric powder, 1-1 / 2 tablespoon red chilli Powder, 2 tablespoons coriander powder - grind, 1 teaspoon black pepper powder, 1 teaspoon cumin powder - compress, 1 tablespoon mustard oil, onion - finely chopped, green chili - finely chopped, coconut - tighten Roast it, 1 teaspoon Cumin seeds - Cook it",https://www.archanaskitchen.com/bihari-kale-channe-ki-ghugni-recipe-in-hindi
Vegan Chickpeas And Broccoli Curry Recipe,Vegan,30,35,Lunch,North Indian Recipes,"1 tablespoon oil, 1 inch lentil sugar, 2 cloves, 1 cup of chickpea gram or chickpeas, 1 cup broccoli, 1 onion - chopped, 1 tomato - chopped, 1 teaspoon ginger garlic paste, 1 teaspoon cumin powder, 1 teaspoon Red chilli powder, salt - as per taste, 1 cup water, coriander leaves - little",https://www.archanaskitchen.com/vegan-chickpeas-and-broccoli-curry-recipe-in-hindi
Broccoli Peanut Oats Tikki Recipe,Vegetarian,20,30,Snack,North Indian Recipes,"1/2 teaspoon Extra Virgin Olive Oil,1 cup Broccoli - grated,3 Potatoes (Aloo) - boiled & mashed,1/2 cup Roasted Peanuts (Moongphali) - coarsely crushed,2 tablespoons Instant Oats (Oatmeal) - powdered,2 Green Chillies - finely chopped,2 cloves Garlic - finely chopped,1/4 teaspoon Garam masala powder,1 teaspoon Chaat Masala Powder",http://www.archanaskitchen.com/broccoli-peanuts-and-oats-tikkis-recipe
Matta Rice Peas Pulao Recipe - Matta Rice Peas Pulao,Vegetarian,30,15,Lunch,Indian,"2 cups Kerala Matta Rice - soaked in water for 30 minutes, 1 cup green peas, 2 cardamom, 1 inch lentil sugar, 1 bay leaf, 2 teaspoons cumin seeds, salt - as per taste, 1 teaspoon sugar - optional, ghee - as per use",http://www.archanaskitchen.com/matta-rice-peas-pulao-recipe-in-hindi
Gojju Avalakki Recipe - Puli Aval,Vegetarian,10,30,South Indian Breakfast,Karnataka,"3 cups Poha (Flattened rice),2 Onions - finely diced,1 Green Bell Pepper (Capsicum) - finely diced (optional),1/4 cup Tamarind Paste - thick,3 tablespoons Jaggery - (reserve 1 tablespoon),2 tablespoons Sambar Powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Mustard seeds,2 tablespoons Chana dal (Bengal Gram Dal),2 teaspoons White Urad Dal (Split),1/4 cup Roasted Peanuts (Moongphali),10 Curry leaves,2 Green Chillies - slit (optional),Asafoetida (hing) - a pinch,3 tablespoons Coriander (Dhania) Leaves - finely chopped,3 tablespoons Fresh coconut - grated,3 tablespoons Sunflower Oil,Salt - to taste",https://www.archanaskitchen.com/gojju-avalakki-recipe
Snake Gourd Salan Recipe (Snake Gourd Cooked In Tangy Spicy Peanut Sesame Curry),Vegetarian,20,30,Dinner,Andhra,"2 cups Snake gourd (pudulangai) - cut into 1 inch strips,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania) - freshly roasted and ground,1 teaspoon Red Chilli powder,2 Tomatoes - pureed,1 cup Tamarind Water,1 sprig Curry leaves,Sunflower Oil - to cooking,2 tablespoons Coriander (Dhania) Leaves - to garnish,Salt - to taste,2 tablespoons Roasted Peanuts (Moongphali),2 tablespoons Sesame seeds (Til seeds) - roasted,3 tablespoons Fresh coconut - grated,3 cloves Garlic,1 inch Ginger,1 Onions - roughly chopped",https://www.archanaskitchen.com/snake-gourd-salan-recipe-snake-gourd-cooked-in-tangy-spicy-peanut-sesame-curry
Filling recipe,Vegetarian,10,30,Dinner,North Indian Recipes,"5 Karela (Bitter Gourd/ Pavakkai),1 Onion - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Salt,1 teaspoon Coriander Powder (Dhania),1 teaspoon Mango pickle,Cotton threads - to tie and secure the guards,Sunflower Oil - for deep frying",http://www.archanaskitchen.com/bharwa-karela-stuffed-bitter-gourds-recipe
Mamidikaya Nuvvula Pachadi Recipe - Raw Mango Til Chutney Recipe,Vegetarian,10,20,Side Dish,Andhra,"3 Mango (Raw) - peeled and chopped,1/2 cup Sesame seeds (Til seeds),5 Green Chillies - (adjust to taste),Salt - to taste,2 teaspoons Sunflower Oil,1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,3 Dry Red Chillies - (adjust to taste),1 sprig Curry leaves,1 pinch Asafoetida (hing)",http://www.archanaskitchen.com/andhra-style-mamidikaya-nuvvula-pachadi-mango-sesame-chutney-recipe
Kolkata Chicken Chaap Recipe  - Slow Cooked Chicken Legs,Non Vegeterian,30,70,Side Dish,Bengali Recipes,"2 Chicken legs,1 cup Hung Curd (Greek Yogurt),1 Dry Red Chilli,2 Bay leaves (tej patta),1 inch Cinnamon Stick (Dalchini),1 Onion - ground to paste,2 inch Ginger - grated or paste,5 cloves Garlic - minced,2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1-1/2 tablespoon Cashew nuts - ground to paste,3 tablespoons Poppy seeds - soaked in warm water for 20 minutes,Kewra Water - a few drops,Ghee - or butter as required for cooking,Salt - to taste,1 pinch Sugar",http://www.archanaskitchen.com/kolkata-chicken-chaap-recipe-slow-cooked-marinated-chicken-legs
Dhingri Matar Recipe,Vegetarian,20,30,Lunch,North Indian Recipes,"400 grams Button mushroom, 1/4 cup green peas - steam, 1 cup soy chunks, 2 cups tomato puree, 1/2 teaspoon turmeric powder, 1 teaspoon garam masala powder, 1/2 teaspoon red chilli powder, 4 Bud garlic, 1 inch ginger, 1 tablespoon poppy seeds, 5 cashews, oil - as per use, salt - as per taste, 4 sprig coriander - finely chopped",http://www.archanaskitchen.com/dhingri-matar-recipe-mushrooms-and-peas-spicy-curry-in-hindi
"Green Peas, Potato and Paneer Tikki Recipe",Vegetarian,15,30,Snack,North Indian Recipes,"3 tablespoons Sunflower Oil,3 Potatoes (Aloo) - boiled and mashed,100 grams Paneer (Homemade Cottage Cheese) - grated,3/4 cup Green peas (Matar) - steamed,1 Onions - finely chopped,1/2 cup Instant Oats (Oatmeal),1 inch Ginger - grated,2 Green Chillies - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Red Chilli powder,1 teaspoon Chaat Masala Powder,Salt - to taste",http://www.archanaskitchen.com/green-peas-potato-and-paneer-tikkis-recipe
Field Thepla Recipe,Vegetarian,10,40,North Indian Breakfast,North Indian Recipes,"1-1/2 cups Whole Wheat Flour,1/2 cup Gram flour (besan),1 cup Bottle gourd (lauki) - peeled and grated,1 Green Chilli - finely chopped,2 tablespoon Coriander (Dhania) Leaves - finely chopped,1 inch Ginger - peeled and crushed into paste,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Red Chilli powder,1 teaspoon Garam masala powder,2 tablespoons Hung Curd (Greek Yogurt),2 tablespoons Ghee,Salt - to taste",https://www.archanaskitchen.com/lauki-thepla-recipe
Creamy and Delicious Fruit Custard Recipe,Vegetarian,20,20,Dessert,Indian,"750 ml Milk,3 tablespoons Custard powder,1/2 cup Sugar,1 Apple - cut into small cubes,3 Ripe Bananas - (small) cut into small cubes,1/2 cup Green seedless Grapes - cut into half,1 Orange - peeled and cut,1/4 cup Fresh Pomegranate Fruit Kernels",http://www.archanaskitchen.com/fruit-custard-recipe
Khajoor Imli Ki Chutney With Panch Phoran Masala Recipe,Vegetarian,60,30,Side Dish,North Indian Recipes,"250 grams Dates - seedless,75 grams Tamarind - pitted,4 tablespoons Jaggery - broken,1 tablespoon Sunflower Oil,4 Dry Red Chillies,1 tablespoon Panch Phoran Masala,Salt - to taste",https://www.archanaskitchen.com/khajoor-imli-ki-chutney-with-panch-phoran-masala-recipe
Mangalorean Style Sajjige Rotti / Rulavachi Bhakri Recipe (Semolina Pancake Recipe),Vegetarian,10,20,South Indian Breakfast,Mangalorean,"1 cup Sooji (Semolina/ Rava) - (fine),1/2 cup Whole Wheat Flour,3 tablespoons Fresh coconut - freshly grated,1 Onion - finely chopped,2 Green Chillies - minced,1 inch Ginger - grated or minced,3 tablespoons Hung Curd (Greek Yogurt) - use less if it is too sour,1-1/4 cups Water - for kneading,5 Curry leaves - minced,2 sprig Coriander (Dhania) Leaves - finely chopped,2 teaspoons Jaggery - powdered,Salt - to taste,Ghee - or oil for shallow frying",https://www.archanaskitchen.com/mangalorean-style-sajjige-rotti-rulavachi-bhakri-recipe-semolina-pancake-recipe
Kadai Paneer (Recipe In Hindi),High Protein Vegetarian,20,30,Dinner,Punjabi,"250 grams cheese, 1 onion - chopped, 1 capsicum (green) - cut, 1 teaspoon ginger - grated, 2 cloves garlic - finely chopped, 2 tomatoes - chopped, 1 teaspoon cardamom powder, 1 small Tablespoon turmeric powder, 1 teaspoon cumin powder, 1 teaspoon red chilli powder, 1 teaspoon black pepper powder, 1 tablespoon Kasuri methi, oil - as per use, 1 tablespoon butter, salt - as per taste",https://www.archanaskitchen.com/kadai-paneer-recipe-in-hindi
Lilva's Vegetable Recipe - Lilva Ki Sabzi (Recipe In Hindi),Vegetarian,15,45,Lunch,North Indian Recipes,"Oil - As per use, make 1 cup green gram - or lilwe, 1 potato - cut, 1 bay leaf, 2 long, 1 big cardamom, 1 tablespoon ginger garlic paste, 2 tablespoons curd, 1 onion - paste 1 onion - finely chopped, 1 teaspoon red chilli powder, 3/4 teaspoon turmeric powder, 1 teaspoon coriander powder, salt - as per use, water - as per use, 3 sprig green coriander - finely chopped",https://www.archanaskitchen.com/lilve-ki-sabzi-recipe-green-chickpea-curry-in-hindi
Onion Palya Recipe - Vengaya Poriyal Recipe,Vegetarian,10,10,Side Dish,South Indian Recipes,"4 Onions - thinly sliced,1 Tomato - chopped,2 Green Chillies - slit,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin (Jeera) seeds,2 sprig Curry leaves,2 Dry Red Chillies,1/4 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Sunflower Oil,Mint Leaves (Pudina) - small bunch chopped",https://www.archanaskitchen.com/eerulli-palya-recipe-onion-poriyal-sabzi-recipe
Sautéed Potatoes with Spinach (Recipe in Hindi),Vegetarian,10,40,Lunch,North Indian Recipes,"3 Potatoes - boiled chopped, 500 grams Spinach - washed and cut, 1 onion - finely chopped, ginger - small pieces, 2 tomatoes - finely chopped, 1 teaspoon turmeric powder - turmeric powder, 1 teaspoon red chili powder , 1/4 teaspoon cinnamon powder, 1/4 teaspoon garam masala powder, 1/2 teaspoon cumin seeds, oil - as per use, salt - as per taste",https://www.archanaskitchen.com/sauteed-potatoes-with-spinach-recipe-in-hindi
Spicy Baked Beans With Potato Cakes Recipe,Vegetarian,10,30,Lunch,Karnataka,"6-7 Button mushrooms - chopped,1 tablespoon Extra Virgin Olive Oil,1 Fresh Red chillies - chopped,1/2 tablespoon Brown Sugar (Demerara Sugar),1/4 tablespoon Black pepper powder,1/2 tablespoon Parsley leaves,1/2 tablespoon Fresh oregano,3-4 cloves Garlic - chopped,1 Onion - chopped,1 tablespoon Vinegar,1 tablespoon Worcestershire sauce,3 Homemade tomato puree,Salt - to taste,1 cup Green beans (French Beans) - canned,3 Potatoes (Aloo) - mashed,2-3 tablespoon All Purpose Flour (Maida),1 1/2 tablespoon Butter",https://www.archanaskitchen.com/spicy-baked-beans-with-potato-cakes-recipe
Aloo Kulcha Recipe (Spiced Potato Stuffed Indian Flat Bread),Vegetarian,15,45,Dinner,North Indian Recipes,"3 cups All Purpose Flour (Maida),3 tablespoon Hung Curd (Greek Yogurt),1/3 teaspoon Baking soda,1/2 teaspoon Baking powder,1 teaspoon Sugar,1 tablespoon Sunflower Oil,Salt - to taste,Lukewarm Water - as needed,4 Potatoes (Aloo) - boiled and peeled,1/2 teaspoon Salt,2 Green Chillies - chopped fine,1 inch Ginger - grated,1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 teaspoon Ajwain (Carom seeds),1/2 cup Ghee - (adjust)",http://www.archanaskitchen.com/aloo-kulcha-recipe-spiced-potato-stuffed-indian-flat-bread
Mughlai Style Chicken Changezi Recipe,High Protein Non Vegetarian,30,30,Dinner,Indian,"2 tablespoon Curd (Dahi / Yogurt),1 teaspoon Ginger Garlic Paste,1 tablespoon Coriander Powder (Dhania),3/4 teaspoon Cumin powder (Jeera),Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1-1/2 teaspoon Kashmiri Red Chilli Powder,2 tablespoons Sunflower Oil,750 grams Chicken - cleaned,4 tablespoons Sunflower Oil,1 tablespoon Ginger - finely chopped,1 tablespoon Garlic - finely chopped,1 cup Homemade tomato puree,2 Onions - chopped,Salt - to taste,Red Chilli powder - Red chili powder to taste,2 tablespoon Fresh cream",https://www.archanaskitchen.com/chicken-changezi-recipe
Rice Pudding Recipe (Bengali Style Rice Pudding),Vegetarian,10,30,Dessert,Bengali Recipes,"100 grams Govind Bhog Rice - or any rice,1-1/2 liter Milk,3/4 cup Sugar,1 tablespoon Cashew nuts,3 to 4 Cardamom (Elaichi) Pods/Seeds,5 teaspoon Condensed Milk,1 teaspoon Ghee",https://www.archanaskitchen.com/chaler-payesh-recipe-bengali-style-rice-pudding
Kashmiri Dahi Baingan Recipe,Vegetarian,10,15,Main Course,Kashmiri,"500 grams Brinjal (Baingan / Eggplant) - cut into 1 inch pieces,3 tablespoon Mustard oil,2 cups Curd (Dahi / Yogurt) - whisked well until smooth,2 teaspoons Dry ginger powder,2 teaspoons Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Fennel seeds (Saunf) - coarsely pounded,4 Cardamom (Elaichi) Pods/Seeds,1/4 teaspoon SSP Asafoetida (Hing),Salt - to taste",https://www.archanaskitchen.com/kashmiri-dahi-baingan-recipe
Ambade Kaarle Lonche Recipe - Hog Plums & Bitter Gourd Pickle,Vegetarian,15,20,Side Dish,Coastal Karnataka,"6 Hog Plum (Amtekai),1 Karela (Bitter Gourd/ Pavakkai),6 tablespoons Jaggery,Salt - to taste,1 teaspoon Sunflower Oil,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Sunflower Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),4 Green Chillies,2 pinch Asafoetida (hing)",http://www.archanaskitchen.com/ambade-kaarle-lonche-recipe-hog-plums-bitter-gourd-pickle
Garlic And Pepper Mushroom Stir Fry Recipe,Vegetarian,10,25,Snack,Indian,"2 cups button mushrooms, 1/2 cup small onions - cut into thin slices, 10 cloves garlic - tighten, 4 tbsp black pepper powder - grind, salt - as per taste, 1 tbsp oil, 3 sprig green coriander - chop",http://www.archanaskitchen.com/garlic-and-pepper-mushroom-stir-fry-recipe-in-hindi
Kerala Style Egg Cashew Curry Recipe,Eggetarian,15,30,Dinner,Kerala Recipes,"2 अंडे - उबाल कर,7 काजू,1 प्याज - काट ले,1 टमाटर - काट ले,2 आलू - छीलकर काट ले,1 इंच अदरक,3 लहसुन,2 छोटे चम्मच धनिया पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,1/2 छोटा चम्मच हल्दी पाउडर,1/4 छोटा चम्मच गरम मसाला पाउडर,1 बड़ा चम्मच सौंफ,2 बड़े चम्मच हरा धनिया - काट ले,2 टहनी कढ़ी पत्ता,तेल - प्रयोग अनुसार,नमक - स्वाद अनुसार",https://www.archanaskitchen.com/kerala-style-rich-creamy-egg-cashew-curry-recipe-in-hindi
Radish Leaves Pachadi (Recipe In Hindi),Diabetic Friendly,20,15,Side Dish,South Indian Recipes,"2 cups radish leaves - chopped, 1 tomato - chopped, 10 dry red chillies, 2 green chillies - chopped, salt - as per taste, 1 teaspoon turmeric powder, 2 tablespoons oil, 1 tablespoon mustard, 1 big Spoon black urad dal, 1 teaspoon fenugreek seeds, 1 teaspoon asafoetida, 5 curry leaves, 3 cloves garlic, 2 inch tamarind",http://www.archanaskitchen.com/radish-leaves-pachadi-recipe-in-hindi
Baked Beans & Potatoes Chaat Recipe,Vegetarian,30,25,Snack,Indian,"Whole Wheat Brown Bread - 8 slices,Baked beans - as needed,4 Potatoes (Aloo) - boiled,1 teaspoon Cumin powder (Jeera),2 Onions - finely chopped,2 Green Chillies - finely chopped,Chaat Masala Powder - for seasoning,Coriander (Dhania) Leaves - small bunch,Sev - for topping,Salt - to taste,Butter - for toasting the bread",http://www.archanaskitchen.com/baked-beans-potatoes-chaat-recipe
Fish Molee Recipe - Kerala Style Fish Curry,High Protein Non Vegetarian,15,20,Lunch,Kerala Recipes,"300 gram Fish,3 teaspoon Sunflower Oil,1/2 teaspoon Cumin seeds (Jeera),1 Onion - chopped,1 teaspoon Ginger - paste,2 Tomatoes - chopped,3 cloves Garlic - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Vinegar,1/4 Lemon juice,50 ml Coconut milk,Salt - to taste",http://www.archanaskitchen.com/fish-molee-recipe
Hariyali Mutton Curry Recipe,Non Vegeterian,15,45,Dinner,North Indian Recipes,"500 grams Mutton,2 Onions - pureed,2 Tomatoes - pureed,Salt - to taste,1 teaspoon Sunflower Oil,2 tablespoon Fresh cream,2 cups Coriander (Dhania) Leaves,2 tablespoon Mint Leaves (Pudina),8 Green Chillies - adjustable,2 Cloves (Laung),2 inch Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,1/2 Star anise,2 tablespoon Ginger - chopped,2 tablespoon Garlic - chopped",https://www.archanaskitchen.com/hariyali-mutton-curry-recipe
Dal Chenchki ( Red Lentils with Shallots),High Protein Vegetarian,10,30,Dinner,Bengali Recipes,"1 cup Pink Masoor Dal (Split),10 Shallot,1 Tomato - roughly chopped,2 Green Chillies - roughly chopped,1/2 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),Salt - to taste,Ghee - for seasoning",http://www.archanaskitchen.com/dal-chenchki-a-bengali-recipe-red-lentils-with-shallots
Eggplant In Mustard Poppy Seed Yogurt Gravy Recipe-Begun Doi Sorse Posto bata Jhol,Vegetarian,20,25,Dinner,Bengali Recipes,"1 Brinjal (Baingan / Eggplant) - cut into 1/2 inch discs,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 1/2 tablespoons Mustard seeds,1 tablespoon Poppy seeds,Mustard oil - as required,1 teaspoon Panch Phoran Masala,4 Green Chillies,1/2 cup Curd (Dahi / Yogurt),Salt - to taste",http://www.archanaskitchen.com/eggplant-in-mustard-poppy-seed-yogurt-gravy-recipe
Maharashtrian Narali Bhaat Recipe (Sweetened Coconut Rice),Vegetarian,20,30,Lunch,Maharashtrian Recipes,"1 cup Basmati rice,3/4 cup Fresh coconut - grated,3/4 cup Jaggery - grated,1/2 teaspoon Saffron strands,9-10 Cloves (Laung),4 tablespoons Ghee,2 cups Water,1/4 cup Mixed nuts - chopped (raisins",https://www.archanaskitchen.com/maharashtrian-narali-bhaat-recipe-sweetened-coconut-rice
Chettinad Style Potato Kara Kuzhambu Recipe,Vegetarian,15,60,Lunch,South Indian Recipes,"5 Potatoes (Aloo) - cut into large cubes,1 cup Brinjal (Baingan / Eggplant) - halved,2 Tomatoes - quartered,1 Onion,2 Green Chillies - slit to half,4 tablespoon Sambar Powder,1 cup Tamarind Water,1 teaspoon Turmeric powder (Haldi),Salt - to taste,8 cloves Garlic,1 cup Fresh coconut - shredded,3 tablespoons Poppy seeds,2 tablespoons Sesame (Gingelly) Oil - adjustable,1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Chana dal (Bengal Gram Dal),Asafoetida (hing) - a pinch,8 Curry leaves",http://www.archanaskitchen.com/chettinadu-style-potato-kaarakozhambu-recipe
Thatte Idli Recipe,Vegetarian,10,10,South Indian Breakfast,Karnataka,"3 cups Rice,1 cup Black Urad Dal (Split),1 cup Poha (Flattened rice),1/2 cup Sabudana (Tapioca Pearls),1/2 teaspoon Cooking soda - optional,Salt - to taste,Sunflower Oil - as required to grease",http://www.archanaskitchen.com/thatte-idli-recipe
Beans Mezhukkupuratti Recipe - Kerala Style Stir Fried Beans,Vegetarian,10,15,Lunch,Kerala Recipes,"300 grams Green beans (French Beans) - cut into inch long pieces,2 Onion - thinly sliced,1 teaspoon Mustard seeds,1 sprig Curry leaves,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,1 teaspoon Coconut Oil,Salt - to taste",https://www.archanaskitchen.com/beans-mezhukkupuratti-recipe-kerala-style-stir-fried-beans
Karwar Style Dali Ambat Ani Maska Sang Recipe-Toor Dal & Drumsticks Pod Curry,Vegetarian,10,35,Main Course,Karnataka,"1/2 cup Arhar dal (Split Toor Dal),1 teaspoon Coriander (Dhania) Seeds,2 Dry Red Chilli,1 cup Fresh coconut - grated,1 Drumstick - cut into 1-inch pieces,1 teaspoon Jaggery - grated,3 Kokum (Malabar Tamarind),Salt - to taste",http://www.archanaskitchen.com/karwar-style-dali-ambat-ani-maska-sang-recipe-toor-dal-and-drumsticks-pod-curry-recipe
Karwar Style Kelya Sasav Recipe-Ripened Banana Relish,Vegetarian,5,10,Snack,Karnataka,"3 Ripe Bananas - cut into thick roundels,1/2 cup Fresh coconut - grated,2 Dry Red Chillies,2 teaspoons Jaggery - grated,Salt - to taste",https://www.archanaskitchen.com/karwar-style-kelya-sasav-recipe-banana-relish-recipe
Kothamalli Kozhukattai (Coriander Rice) Recipe,Vegetarian,10,35,Dinner,South Indian Recipes,"1 cup Rice,1/4 cup Arhar dal (Split Toor Dal),1/4 cup Chana dal (Bengal Gram Dal),2-1/2 Water,1 teaspoon Coconut Oil,1 teaspoon Mustard seeds,5 teaspoons Fresh coconut - grated,2 Green Chillies,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),15 Curry leaves,Salt - as per required,4 sprig Coriander (Dhania) Leaves",https://www.archanaskitchen.com/kothamalli-kozhukattai-coriander-rice-recipe
Chichinda Ki Sabzi Recipe -Uttar Pradesh Style Snake Gourd Stir Fry,Vegetarian,10,20,Side Dish,Uttar Pradesh,"500 grams Snake gourd (pudulangai) - chopped (preferably lengthwise),4 tablespoons Gram flour (besan) - roasted,1 Onion - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Mustard seeds,1/2 teaspoon Chana dal (Bengal Gram Dal),2 Dry Red Chillies,2 teaspoons Sunflower Oil,Salt - to taste",http://www.archanaskitchen.com/chichinda-ki-sabzi-recipe-uttar-pradesh-style-snake-gourd-stir-fry
Sookha Bhujia Bhel Recipe,Vegetarian,20,10,Snack,North Indian Recipes,"2 cups Sev - Bhujia  (you can use any sev),1/2 cup Onions - finely chopped,1/2 cup Tomatoes - finely chopped,1/4 cup Cucumber - finely chopped,1 Green Chilli - finely chopped,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1/4 cup Green Channa Sprouts - optional of your choice,2 tablespoons Sweet Chutney (Date & Tamarind),1 tablespoon Green Chutney (Coriander & Mint),1 teaspoon Lemon juice,1/4 teaspoon Chaat Masala Powder,Salt and Pepper - to taste",https://www.archanaskitchen.com/sookha-bhujia-bhel-recipe
Mixed Vegetable Samosa Recipe,Vegetarian,10,45,Snack,North Indian Recipes,"2 cups maida (all purpose flour), 3 tablespoons oil, 1/4 tsp celery, 1/2 tsp lemon juice, 4 potatoes - boil, 1/2 cup green peas - boil Boil and chop, 1/4 tsp rye, 1/4 tsp coriander seeds, 1/4 cup onion - finely chopped, 5 curry leaves, 3 green chilies - finely chopped, 1 inch ginger - grated , 1/2 tsp red chilli powder, 1/2 tsp coriander powder, 1/2 tsp turmeric powder, 1 tsp garam masala powder, salt - as per taste, oil - as per use",http://www.archanaskitchen.com/mixed-vegetable-samosa-recipe-in-hindi
Ratalu Ki Chutney Recipe - Yam Chutney Recipe,Vegetarian,15,25,Side Dish,Indian,"150 grams Elephant yam (Suran/Senai/Ratalu) - peeled and diced,1 tablespoon Sunflower Oil,1/2 tablespoon Coriander (Dhania) Seeds,1/2 tablespoon Cumin seeds (Jeera),3 Dry Red Chilli,1/2 tablespoon Tamarind Paste,Salt - to taste,Water - as required,1 tablespoon Sunflower Oil,1/2 tablespoon Mustard seeds,1/4 teaspoon Asafoetida (hing),5 Curry leaves,1/2 tablespoon Chana dal (Bengal Gram Dal)",https://www.archanaskitchen.com/ratalu-ki-chutney-recipe-yam-chutney
Milagu Ven Pongal Recipe Made With Figaro Olive Oil,High Protein Vegetarian,10,40,South Indian Breakfast,South Indian Recipes,"1 cup Rice,1 cup Yellow Moong Dal (Split),Salt - to taste,2 tablespoons Figaro Pure Olive Oil - plus more,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 tablespoons Cashew nuts - halved,1 sprig Curry leaves",https://www.archanaskitchen.com/milagu-ven-pongal-recipe-made-with-figaro-olive-oil
Moong Dal Ke Kebab Recipe,High Protein Vegetarian,15,15,Appetizer,Indian,"1 Cup Green Moong Dal (Whole) - soaked overnight,2 Tablespoon Ghee,5 cloves Garlic - minced,1 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1/2 Cup Hung Curd (Greek Yogurt),Salt - to taste",http://www.archanaskitchen.com/moong-dal-ke-kebab-recipe
Coconut Peanut Chutney (Recipe In Hindi),No Onion No Garlic (Sattvic),20,20,Side Dish,South Indian Recipes,"1 cup coconut - grated, 2 green chillies - chopped, 2 sprigs of green coriander - chopped, 4 curry leaves, 1/4 cup peanuts - roasted, salt - or rock salt (as per taste)",http://www.archanaskitchen.com/coconut-peanut-chutney-recipe-in-hindi
